nasdaq-historical-chart
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
date;; value
2003-03-01;;1341.170
2003-04-01;;1464.310
2003-05-01;;1595.910
2003-06-01;;1622.800
2003-07-01;;1735.020
2003-08-01;;1810.450
2003-09-01;;1786.940
2003-10-01;;1932.210
2003-11-01;;1960.260
2003-12-01;;2003.370
2004-01-01;;2066.150
2004-02-01;;2029.820
2004-03-01;;1994.220
2004-04-01;;1920.150
2004-05-01;;1986.740
2004-06-01;;2047.790
2004-07-01;;1887.360
2004-08-01;;1838.100
2004-09-01;;1896.840
2004-10-01;;1974.990
2004-11-01;;2096.810
2004-12-01;;2175.440
2005-01-01;;2062.410
2005-02-01;;2051.720
2005-03-01;;1999.230
2005-04-01;;1921.650
2005-05-01;;2068.220
2005-06-01;;2056.960
2005-07-01;;2184.830
2005-08-01;;2152.090
2005-09-01;;2151.690
2005-10-01;;2120.300
2005-11-01;;2232.820
2005-12-01;;2205.320
2006-01-01;;2305.820
2006-02-01;;2281.390
2006-03-01;;2339.790
2006-04-01;;2322.570
2006-05-01;;2178.880
2006-06-01;;2172.090
2006-07-01;;2091.470
2006-08-01;;2183.750
2006-09-01;;2258.430
2006-10-01;;2366.710
2006-11-01;;2431.770
2006-12-01;;2415.290
2007-01-01;;2463.930
2007-02-01;;2416.150
2007-03-01;;2421.640
2007-04-01;;2525.090
2007-05-01;;2604.520
2007-06-01;;2603.230
2007-07-01;;2546.270
2007-08-01;;2596.360
2007-09-01;;2701.500
2007-10-01;;2859.120
2007-11-01;;2660.960
2007-12-01;;2652.280
2008-01-01;;2389.860
2008-02-01;;2271.480
2008-03-01;;2279.100
2008-04-01;;2412.800
2008-05-01;;2522.660
2008-06-01;;2292.980
2008-07-01;;2325.550
2008-08-01;;2367.520
2008-09-01;;2091.880
2008-10-01;;1720.950
2008-11-01;;1535.570
2008-12-01;;1577.030
2009-01-01;;1476.420
2009-02-01;;1377.840
2009-03-01;;1528.590
2009-04-01;;1717.300
2009-05-01;;1774.330
2009-06-01;;1835.040
2009-07-01;;1978.500
2009-08-01;;2009.060
2009-09-01;;2122.420
2009-10-01;;2045.110
2009-11-01;;2144.600
2009-12-01;;2269.150
2010-01-01;;2147.350
